姓名,擅长,预约量
过敏性皮肤病,擅长：                                  该学科的前身是有百年历史的广慈医院（瑞金医院前身）皮肤病学专业，隶属于内科；1945年朱仲刚教授由法国圣路易医院回国后正式建科。新中国成立后，该学科获得了迅速发展，先后在20...,669预约量
过敏性皮肤病,擅长：                                  该学科的前身是有百年历史的广慈医院（瑞金医院前身）皮肤病学专业，隶属于内科；1945年朱仲刚教授由法国圣路易医院回国后正式建科。新中国成立后，该学科获得了迅速发展，先后在20...,669预约量
过敏性皮肤病,擅长：                                  该学科的前身是有百年历史的广慈医院（瑞金医院前身）皮肤病学专业，隶属于内科；1945年朱仲刚教授由法国圣路易医院回国后正式建科。新中国成立后，该学科获得了迅速发展，先后在20...,669预约量
过敏性皮肤病,擅长：                                  该学科的前身是有百年历史的广慈医院（瑞金医院前身）皮肤病学专业，隶属于内科；1945年朱仲刚教授由法国圣路易医院回国后正式建科。新中国成立后，该学科获得了迅速发展，先后在20...,669预约量
过敏性皮肤病,擅长：                                  该学科的前身是有百年历史的广慈医院（瑞金医院前身）皮肤病学专业，隶属于内科；1945年朱仲刚教授由法国圣路易医院回国后正式建科。新中国成立后，该学科获得了迅速发展，先后在20...,669预约量
过敏性皮肤病,擅长：                                  该学科的前身是有百年历史的广慈医院（瑞金医院前身）皮肤病学专业，隶属于内科；1945年朱仲刚教授由法国圣路易医院回国后正式建科。新中国成立后，该学科获得了迅速发展，先后在20...,669预约量
过敏性皮肤病,擅长：                                  该学科的前身是有百年历史的广慈医院（瑞金医院前身）皮肤病学专业，隶属于内科；1945年朱仲刚教授由法国圣路易医院回国后正式建科。新中国成立后，该学科获得了迅速发展，先后在20...,669预约量
过敏性皮肤病,擅长：                                  该学科的前身是有百年历史的广慈医院（瑞金医院前身）皮肤病学专业，隶属于内科；1945年朱仲刚教授由法国圣路易医院回国后正式建科。新中国成立后，该学科获得了迅速发展，先后在20...,669预约量
过敏性皮肤病,擅长：                                  该学科的前身是有百年历史的广慈医院（瑞金医院前身）皮肤病学专业，隶属于内科；1945年朱仲刚教授由法国圣路易医院回国后正式建科。新中国成立后，该学科获得了迅速发展，先后在20...,669预约量
过敏性皮肤病,擅长：                                  该学科的前身是有百年历史的广慈医院（瑞金医院前身）皮肤病学专业，隶属于内科；1945年朱仲刚教授由法国圣路易医院回国后正式建科。新中国成立后，该学科获得了迅速发展，先后在20...,669预约量
过敏性皮肤病,擅长：                                  该学科的前身是有百年历史的广慈医院（瑞金医院前身）皮肤病学专业，隶属于内科；1945年朱仲刚教授由法国圣路易医院回国后正式建科。新中国成立后，该学科获得了迅速发展，先后在20...,669预约量
叶正宝,擅长：                                消化道肿瘤、肺癌、乳腺癌化疗和内分泌治疗,1745预约量
乳腺肿瘤内科,擅长：                                      暂无,18预约量
胃肠胆胰肿瘤专病,擅长：                                      暂无,397预约量
肿瘤科便民门诊,擅长：                                      暂无,暂无预约量
金冶宁,擅长：                                乳腺癌保乳综合治疗，妇科肿瘤的放化疗,685预约量
陈佳艺,擅长：                                乳腺癌的放射治疗和综合治疗，腹部肿瘤、恶性淋巴瘤及其他肿瘤的放射治疗,638预约量
曹卫国,擅长：                                消化道肿瘤治疗和淋巴瘤的综合治疗,1025预约量
许赬,擅长：                                各期乳腺癌及前列腺癌的放射治疗及综合治疗,327预约量
车锦凤,擅长：                                乳腺癌、直肠癌、及各类恶性肿瘤的放化疗,266预约量
楼谷音,擅长：                                乳腺、肺、消化道肿瘤的综合治疗,452预约量
蔡钢,擅长：                                  胃肠、乳腺、软组织肿瘤、淋巴瘤等放疗和综合治疗,143预约量
胸部肿瘤放化疗,擅长：                                胸部肿瘤放化疗,1预约量
乳腺肿瘤放化疗,擅长：                                      暂无,2预约量
放疗科便民门诊,擅长：                                      暂无,暂无预约量
头颈部肿瘤,擅长：                                头颈部肿瘤,1预约量
鼻咽癌,擅长：                                      暂无,暂无预约量
疼痛门诊,擅长：                                所在科室相关疾病,64预约量
丁晓毅,擅长：                                各种介入治疗，尤其在骨关节、软组织和前列腺病变,232预约量
陈克敏,擅长：                                影像诊断和介入治疗。,578预约量
童国海,擅长：                                1，童氏无创介入治疗腰椎间盘突出2，椎体成形术1）椎体压缩性骨折（老年性骨质疏松）2）椎体转移性肿瘤（乳房癌，肺癌，前列腺癌）,1933预约量
张华,擅长：                                肿瘤、外周血管病变、胆道梗阻的介入治疗,8预约量
缪飞,擅长：                                脑、脊髓，小肠、胰腺、肾上腺，淋巴瘤等疾病的诊断和鉴别诊断。,暂无预约量
吴达明,"擅长：                                ""微创 靶向 肿瘤性疾病的综合治疗""",145预约量
张仲伟,擅长：                                腰腿痛介入诊疗，脊柱病变影像诊断,24预约量
杜联军,擅长：                                骨关节病变影像诊断和介入治疗,9预约量
放射介入诊疗专病,擅长：                                      暂无,7预约量
肿瘤局部治疗,擅长：                                      暂无,1预约量
血管病变介入治疗,擅长：                                      暂无,暂无预约量
疼痛介入治疗,擅长：                                      暂无,暂无预约量
张一帆,擅长：                                甲亢、甲状腺癌、肺肿瘤转移性骨痛核素治疗,3409预约量
管樑,擅长：                                碘131治疗甲亢，诊断和治疗甲减（妊娠期）、桥本、甲状腺结节等甲状腺良性疾病。,1871预约量
李培勇,"擅长：                                ""肿瘤的核素诊断和化疗疗效判断 甲亢和骨关节""",1307预约量
李彪,擅长：                                核医学诊治，专长于放射免疫的显像与治疗。,284预约量
江旭峰,擅长：                                甲状腺疾病（甲亢、甲状腺癌等）、肿瘤骨转移核素治疗； 骨质疏松诊治,344预约量
陈刚,擅长：                                骨转移核素治疗、骨痛磁场治疗、甲亢治疗,1767预约量
甲亢核素治疗,擅长：                                      暂无,55预约量
碘治疗分化型甲状腺癌,擅长：                                      暂无,11预约量
骨痛核素治疗,擅长：                                      暂无,3预约量
骨质疏松症核医学诊疗,擅长：                                      暂无,暂无预约量
夏翔,擅长：                                心脑血管、呼吸道疾病及各种疑难杂症,2421预约量
郭元彪,擅长：                                中西医结合治疗肿瘤放、化疗后调理、血液病,1774预约量
杨伟君,擅长：                                糖尿病、妇科,1452预约量
邰杏芳,擅长：                                老年病、内科慢性病调理、心脑血管病及肿瘤,839预约量
杨永华,擅长：                                心脑肾、神经衰弱失眠、肿瘤康复、预防中风,654预约量
朱建秀,擅长：                                中医治疗肾病、气管炎、哮喘及肿瘤等疾病,686预约量
沈龙柱,擅长：                                中医中药辨证施治各类肝病、肝硬化、肝腹水,1734预约量
朱伟嵘,擅长：                                中医治疗糖尿病及慢性并发症、中西医结合治疗肺癌、胃癌、结直肠癌等,697预约量
赵静,擅长：                                妇科疾病、痤疮、面部色素沉淀等,744预约量
乳腺癌、乳腺病,擅长：                                乳腺癌、乳腺病,4预约量
消化道、肠癌、肺癌,擅长：                                      暂无,17预约量
中医肾病,擅长：                                      暂无,8预约量
中医肾病,擅长：                                      暂无,8预约量
中医肾病,擅长：                                      暂无,8预约量
中医肾病,擅长：                                      暂无,8预约量
中医肾病,擅长：                                      暂无,8预约量
中医肾病,擅长：                                      暂无,8预约量
中医肾病,擅长：                                      暂无,8预约量
中医肾病,擅长：                                      暂无,8预约量
中医肾病,擅长：                                      暂无,8预约量
中医肾病,擅长：                                      暂无,8预约量
中医肾病,擅长：                                      暂无,8预约量
中医肾病,擅长：                                      暂无,8预约量
中医肾病,擅长：                                      暂无,8预约量
毛国强,擅长：                                中医外科，一般外科感染性疾病、乳腺疾病、肛门病、皮肤病等,219预约量
皮肤病,擅长：                                主治：一般外科感染如体表皮肤感染、下肢丹毒、甲沟炎、腮腺炎、淋巴结炎、皮脂腺囊肿继发感染、、胆囊炎、胆石症、急慢性乳腺炎、皮肤病、青春痘、寻麻疹、湿疹、带状疱疹、斑秃、褥疮、...,173预约量
乳房疾病,擅长：                                      暂无,34预约量
肛门病,擅长：                                      暂无,20预约量
门诊中医外普通门诊,擅长：                                门诊中医外普通门诊,22预约量
张守杰,擅长：                                中西医结合诊治、治疗眼耳鼻喉与呼吸道疾病,2171预约量
袁民,擅长：                                咳嗽、哮喘、内分泌疾病、免疫力低下,1109预约量
傅莉萍,擅长：                                哮喘、面瘫、肥胖及颈、肩、腰腿痛,367预约量
项琼瑶,擅长：                                内分泌疾病、亚健康调理,186预约量
乐旭华,擅长：                                前列腺增生、压力性尿失禁、颈腰椎间盘突出,127预约量
吴红军,擅长：                                骨关节病、月经不调、尿失禁,41预约量
颈肩痛,擅长：                                      暂无,28预约量
面瘫,擅长：                                      暂无,7预约量
腰痛,擅长：                                      暂无,7预约量
哮喘敷贴,擅长：                                      暂无,1预约量
针灸科普通门诊,擅长：                                针灸科普通门诊,19预约量
针刺.穴位注射敷贴急?,擅长：                                      暂无,暂无预约量
郑兰凤,擅长：                                颈肩综合症，小儿腹泄,470预约量
罗志洪,擅长：                                颈椎病、腰椎间盘突出症、肩周炎等疾病,541预约量
王勇,擅长：                                中风后遗症、各关节错位、腰突症、颈性眩晕,298预约量
颈性眩晕、单氏小儿,擅长：                                      暂无,15预约量
颈椎病,擅长：                                      暂无,74预约量
推拿科普通门诊,擅长：                                推拿科普通门诊,65预约量
沈翔慧,"擅长：                                ""抑郁，焦虑及更年期综合症 大中学生心理咨询""",3224预约量
金海燕,擅长：                                工作压力、人际关系、婚姻家庭、学习困难等原因引发的各类心理困扰及心理问题的咨询与治疗；焦虑、抑郁等情感障碍、强迫症、睡眠障碍、心理应激以及各种精神病性障碍的咨询与治疗；难治性...,1463预约量
心理专病门诊,擅长：                                      暂无,945预约量
林国珍,擅长：                                青少年心理咨询,2229预约量
史以珏,擅长：                                焦虑、抑郁、强迫、疑病、失眠、学习问题等,385预约量
放射介入,擅长：                                      暂无,39预约量
谢青,擅长：                                各型颈椎病的诊断及治疗，脑卒中、截瘫、脑瘫、康复，尤其擅长各型颈椎病的诊断及治疗,3578预约量
陈凯敏,擅长：                                骨科康复：骨与关节损伤、骨关节病、颈椎病、腰椎病及四肢骨折、关节术后的功能康复；神经系统疾病的康复：中风后遗症，脑外伤后等中枢神经损伤及面瘫、臂丛神经损伤等周围神经损伤等疾病...,251预约量
蔡海鸥,擅长：                                神经系统、骨关节病损的康复,126预约量
门诊康复科普通门诊,擅长：                                门诊康复科普通门诊,67预约量
颈椎病康复,擅长：                                      暂无,3预约量
牛传欣,擅长：                                脊髓脱髓鞘病变，人工关节置换，骨折术后康复，呼吸训练综合康复治疗，人体运动控制的研究和运动康复器械的开发,暂无预约量
崔立军,擅长：                                肩关节疾病的康复、肢体骨折术后的康复、颈腰椎病的康复、脑卒中后运动功能障碍的康复、脊髓损伤后运动功能及膀胱功能障碍的康复。,暂无预约量
于哲一,擅长：                                对各种脑血管意外，周围神经病变，人工关节置换，骨折术后，肩袖损伤等疾病的物理因子治疗。,暂无预约量
张宏,擅长：                                颈、胸、腰椎病的手法和运动训练治疗；运动创伤及骨折术后的运动训练治疗；SET（悬吊训练）对于颈肩腰腿痛的评估和训练治疗,暂无预约量
陆建春,擅长：                                脑血管意外，周围神经病变，脊髓脱髓鞘病变，人工关节置换，骨折术后康复，呼吸训练，脊柱相关疾病康复治疗,暂无预约量
张伟明,擅长：                                运用PT和OT等常用治疗技术进行各种疾病的康复。,暂无预约量
纵亚,擅长：                                神经系统疾病功能障碍、骨关节疾病的康复。尤其周围神经损伤的电生理（肌电图）诊断（神经根型颈椎、腰椎病，腕管综合征，肘管综合征，桡神经损伤，腓总神经损伤等）。,暂无预约量
纵亚,擅长：                                神经系统疾病功能障碍、骨关节疾病的康复。尤其周围神经损伤的电生理（肌电图）诊断（神经根型颈椎、腰椎病，腕管综合征，肘管综合征，桡神经损伤，腓总神经损伤等）。,暂无预约量
纵亚,擅长：                                神经系统疾病功能障碍、骨关节疾病的康复。尤其周围神经损伤的电生理（肌电图）诊断（神经根型颈椎、腰椎病，腕管综合征，肘管综合征，桡神经损伤，腓总神经损伤等）。,暂无预约量
纵亚,擅长：                                神经系统疾病功能障碍、骨关节疾病的康复。尤其周围神经损伤的电生理（肌电图）诊断（神经根型颈椎、腰椎病，腕管综合征，肘管综合征，桡神经损伤，腓总神经损伤等）。,暂无预约量
纵亚,擅长：                                神经系统疾病功能障碍、骨关节疾病的康复。尤其周围神经损伤的电生理（肌电图）诊断（神经根型颈椎、腰椎病，腕管综合征，肘管综合征，桡神经损伤，腓总神经损伤等）。,暂无预约量
杜萱,擅长：                                老年心血管疾病的诊疗,764预约量
梁伟,擅长：                                老年冠心病血脂代谢异常高血压等,476预约量
陶婷,擅长：                                老年心血管病的诊治。,199预约量
老年病,擅长：                                      暂无,4预约量
骨质疏松,擅长：                                      暂无,547预约量
肖家诚,擅长：                                肝胆与消化道、淋巴造血及各类外科、肿瘤病理诊断。,52预约量
袁菲,擅长：                                乳腺及女性生殖系统、内分泌疾病、消化系统和骨髓病理诊断,38预约量
金晓龙,擅长：                                唾腺肿瘤病理，骨和软组织病理，血液肿瘤病理，内分泌病理和疑难杂症的病理诊断,54预约量
吴丽莉,擅长：                                淋巴组织疾病病理诊断、甲状腺、唾腺病理诊断,64预约量
吴华成,擅长：                                呼吸系统和消化系统病理诊断、肌肉疾病诊断。,4预约量
激光治疗,擅长：                                      暂无,60预约量
PICC维护,擅长：                                      暂无,197预约量
PORT维护,擅长：                                      暂无,52预约量
造口护理门诊,擅长：                                      暂无,124预约量
护理专病门诊,擅长：                                      暂无,243预约量
施咏梅,擅长：                                肾脏疾病、代谢疾病的营养治疗及饮食指导,371预约量
程庆民,擅长：                                重点小儿营养不良，腹泻等营养支持,36预约量
慢性病医学营养治疗,擅长：                                      暂无,7预约量
妊娠合并糖尿病,擅长：                                      暂无,暂无预约量
曹伟新,"擅长：                                ""营养不良 肿瘤病人的饮食指导和静脉营养治疗""",161预约量
