姓名,擅长,预约量
徐正浪,擅长：                                胸外科疑难杂症的诊治,978预约量
徐正浪,擅长：                                胸外科疑难杂症的诊治,978预约量
徐正浪,擅长：                                胸外科疑难杂症的诊治,978预约量
徐正浪,擅长：                                胸外科疑难杂症的诊治,978预约量
徐正浪,擅长：                                胸外科疑难杂症的诊治,978预约量
葛棣,擅长：                                胸外科疾病及疑难杂症。肺癌、食管癌外科治疗；漏斗胸、纵膈肿瘤外科治疗；支气管胸膜瘘治疗；胸腔镜微创手术。,3249预约量
谭黎杰,擅长：                                微创胸外科手术；肺癌、食管癌的规范化治疗,3589预约量
王群,擅长：                                肺部肿瘤、食管癌、纵隔肿瘤的外科治疗及胸腔镜诊疗,8796预约量
范虹,擅长：                                肺部肿瘤（结节）、食管肿瘤、纵隔肿瘤（胸腺瘤）的胸腔镜微创手术和机器人微创手术，气管良恶性疾病的手术治疗。,2507预约量
郑如恒,擅长：                                肺癌、食管癌、纵隔肿瘤诊治,616预约量
丁文军,擅长：                                瓣膜成形及置换，不停跳冠脉搭桥术，动脉瘤手术及先心病纠治等,4507预约量
洪涛,擅长：                                瓣膜病、先心的外科治疗,3073预约量
夏利民,擅长：                                冠心病、瓣膜病以及成人先心病的外科诊治，特别是微创冠脉手术等,2875预约量
徐德民,擅长：                                先心病、瓣膜病、冠心病的外科治疗,1878预约量
赵东,擅长：                                微创治疗风湿性瓣膜病、先心病、冠心病及房颤,2095预约量
王春生,擅长：                                各种复杂先心病、冠心病、瓣膜病、动脉瘤、心脏及心肺移植诊治、微创手术等,7193预约量
陈志强,擅长：                                先心、瓣膜病的外科诊治,332预约量
刘琛,擅长：                                瓣膜病、冠心病、先心病和动脉瘤的诊治,1883预约量
孙晓宁,擅长：                                微创冠脉搭桥，瓣膜修复置换，升主动脉瘤，人工心脏治疗心力衰竭,1270预约量
杨兆华,擅长：                                心脏瓣膜病、成人先天性心脏病及冠心病的外科治疗,343预约量
杨守国,擅长：                                二尖瓣修复成形(包括微创二尖瓣成形术)、三尖瓣修复成形术。各类心脏瓣膜置换。冠心病的冠脉搭桥术。晚期心脏病的心脏移植手术。,1459预约量
杨成,擅长：                                小切口风湿性心脏病瓣膜置换，先天性心脏手术，微创冠状动脉搭桥，大血管疾病,1185预约量
杨成,擅长：                                小切口风湿性心脏病瓣膜置换，先天性心脏手术，微创冠状动脉搭桥，大血管疾病,1185预约量
杨成,擅长：                                小切口风湿性心脏病瓣膜置换，先天性心脏手术，微创冠状动脉搭桥，大血管疾病,1185预约量
杨成,擅长：                                小切口风湿性心脏病瓣膜置换，先天性心脏手术，微创冠状动脉搭桥，大血管疾病,1185预约量
杨成,擅长：                                小切口风湿性心脏病瓣膜置换，先天性心脏手术，微创冠状动脉搭桥，大血管疾病,1185预约量
杨成,擅长：                                小切口风湿性心脏病瓣膜置换，先天性心脏手术，微创冠状动脉搭桥，大血管疾病,1185预约量
杨成,擅长：                                小切口风湿性心脏病瓣膜置换，先天性心脏手术，微创冠状动脉搭桥，大血管疾病,1185预约量
杨成,擅长：                                小切口风湿性心脏病瓣膜置换，先天性心脏手术，微创冠状动脉搭桥，大血管疾病,1185预约量
杨成,擅长：                                小切口风湿性心脏病瓣膜置换，先天性心脏手术，微创冠状动脉搭桥，大血管疾病,1185预约量
杨成,擅长：                                小切口风湿性心脏病瓣膜置换，先天性心脏手术，微创冠状动脉搭桥，大血管疾病,1185预约量
杨成,擅长：                                小切口风湿性心脏病瓣膜置换，先天性心脏手术，微创冠状动脉搭桥，大血管疾病,1185预约量
杨成,擅长：                                小切口风湿性心脏病瓣膜置换，先天性心脏手术，微创冠状动脉搭桥，大血管疾病,1185预约量
杨成,擅长：                                小切口风湿性心脏病瓣膜置换，先天性心脏手术，微创冠状动脉搭桥，大血管疾病,1185预约量
丁文军,擅长：                                瓣膜成形及置换，不停跳冠脉搭桥术，动脉瘤手术及先心病纠治等,4507预约量
洪涛,擅长：                                瓣膜病、先心的外科治疗,3073预约量
王春生,擅长：                                各种复杂先心病、冠心病、瓣膜病、动脉瘤、心脏及心肺移植诊治、微创手术等,7193预约量
蒋振斌,擅长：                                先天性心脏病、后天性瓣膜病等外科治疗,596预约量
王敏生,擅长：                                心胸外科，先心、瓣膜、主动脉瘤等,688预约量
张晓彪,擅长：                                脑脊髓肿瘤、脑血管病、面肌痉挛和三叉神经的微创治疗,1669预约量
胡凡,擅长：                                擅长垂体瘤、胶质瘤等脑肿瘤、颅脑外伤、脑积水、癫痫等常见神经外科疾病诊治，尤其对于垂体瘤、胶质瘤、脑膜瘤等脑肿瘤微创手术、脑积水及癫痫的外科手术经验丰富。,1172预约量
李秋平,擅长：                                脑血管疾病微创治疗（介入，手术治疗)  颅脑肿瘤、颅脑外伤等疾病诊治,1088预约量
张煜,擅长：                                对各种类型三叉神经痛有深入研究，擅长难治性三叉神经痛的微创手术治疗。对神经外科各种肿瘤尤其各种后颅窝肿瘤包括脑膜瘤、听神经瘤、胆脂瘤的诊断治疗具有丰富经验。,798预约量
朱卫,擅长：                                颅脑、脊髓肿瘤的诊治，颅神经疾病（三叉神经疾病、面积痉挛等）的微创手术,1506预约量
余勇,擅长：                                1）各种类型的腰椎间盘突出、腰椎狭窄；颈椎间盘突出，颈椎狭窄；尤其擅长内镜显微微创治疗。2）各种复杂的颅颈交界畸形，Chiari畸形，脊髓空洞3）各种类型椎管内肿瘤，包括髓内...,547预约量
杨志刚,擅长：                                脑血管病介入及显微外科手术治疗，脑动脉瘤、脑血管畸形、烟雾病，脑血管狭窄、脑梗死、脑供血不足、脊髓血管疾病的综合治疗。,105预约量
神经外科门诊,擅长：                                神经外科门诊,379预约量
保健神经外科,擅长：                                保健神经外科,暂无预约量
面肌痉挛,擅长：                                面肌痉挛-普通门诊,暂无预约量
垂体腺瘤和颅底肿瘤专,擅长：                                垂体腺瘤和颅底肿瘤专-普通门诊,暂无预约量
脊髓、脊柱专病门诊,擅长：                                脊髓、脊柱专病门诊-普通门诊,暂无预约量
脊髓、脊柱专病门诊,擅长：                                脊髓、脊柱专病门诊-普通门诊,暂无预约量
脊髓、脊柱专病门诊,擅长：                                脊髓、脊柱专病门诊-普通门诊,暂无预约量
脊髓、脊柱专病门诊,擅长：                                脊髓、脊柱专病门诊-普通门诊,暂无预约量
邱双健,擅长：                                肝肿瘤的诊断与外科治疗，肝移植,3665预约量
任宁,擅长：                                肝癌预防；肝癌早期诊断与治疗；肝癌术后复发预防及综合治疗。,1065预约量
叶青海,擅长：                                各种肝肿瘤（包括原发性肝癌、转移性肝癌、肝血管瘤、肝腺瘤、肝血管平滑肌脂肪瘤、肝脏局灶性结节性增生、肝囊肿等）的诊断和外科治疗,4001预约量
史颖弘,擅长：                                肝肿瘤诊断、外科治疗、术后转移复发的防治。 肝脏移植,2157预约量
高强,擅长：                                肝胆良恶性肿瘤、转移性肝癌，胆囊胆管疾病，微创肝胆外科及肝脏移植,441预约量
丁振斌,擅长：                                微创外科治疗肝脏肿瘤、肝脏肿瘤的诊断与鉴别、肝脏移植。,424预约量
徐永锋,擅长：                                肝脏肿瘤的外科诊治，转移性肝癌的综合治疗，微创肝脏手术,245预约量
马曾辰,擅长：                                肝脏肿瘤的诊断和外科治疗,5预约量
孙惠川,擅长：                                肝脏外科，肝癌术后综合治疗,3334预约量
吴志全,擅长：                                难切性肝癌的切除和肝癌切除术后预防复发,2030预约量
王征,擅长：                                肝肿瘤的诊断和外科治疗，肝移植,1449预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
邱双健,擅长：                                肝肿瘤的诊断与外科治疗，肝移植,3665预约量
黄晓武,擅长：                                肝脏外科疾病诊治，肝移植,2127预约量
任宁,擅长：                                肝癌预防；肝癌早期诊断与治疗；肝癌术后复发预防及综合治疗。,1065预约量
叶青海,擅长：                                各种肝肿瘤（包括原发性肝癌、转移性肝癌、肝血管瘤、肝腺瘤、肝血管平滑肌脂肪瘤、肝脏局灶性结节性增生、肝囊肿等）的诊断和外科治疗,4001预约量
史颖弘,擅长：                                肝肿瘤诊断、外科治疗、术后转移复发的防治。 肝脏移植,2157预约量
马曾辰,擅长：                                肝脏肿瘤的诊断和外科治疗,5预约量
孙惠川,擅长：                                肝脏外科，肝癌术后综合治疗,3334预约量
吴志全,擅长：                                难切性肝癌的切除和肝癌切除术后预防复发,2030预约量
王晓颖,擅长：                                肝肿瘤诊断、外科治疗、肝移植,1480预约量
樊嘉,擅长：                                肝肿瘤诊治、肝移植,7600预约量
周俭,擅长：                                肝肿瘤外科疾病诊治、肝移植,9900预约量
王鲁,擅长：                                肝肿瘤外科诊治,1124预约量
王鲁,擅长：                                肝肿瘤外科诊治,1124预约量
孙立安,擅长：                                泌尿肿瘤、结石、感染的治疗；腹腔镜手术和机器人手术治疗,1.2万预约量
张立,擅长：                                泌尿系统肿瘤微创手术和开放手术，前列腺微创手术，男科疾病诊治,4520预约量
戎瑞明,擅长：                                肾移植、泌尿生殖系疾病诊治,1480预约量
许明,擅长：                                肾移植、泌尿生殖系疾病诊治,3058预约量
陈伟,擅长：                                泌尿系统肿瘤、结石、感染等疾病的诊治，腹腔镜与单孔腹腔镜技术,291预约量
朱同玉,擅长：                                肾移植、泌尿生殖系疾病诊治,1610预约量
林宗明,擅长：                                泌尿男生殖系肿瘤、结石、感染、前列腺疾病诊断及微创治疗。,7878预约量
郭剑明,擅长：                                泌尿系肿瘤、前列腺疾病的诊治；泌尿系结石微创诊疗,6802预约量
徐志兵,擅长：                                微创泌尿外科，前列腺癌粒子治疗,2212预约量
肾移植随访,擅长：                                肾移植随访,1217预约量
膀胱肿瘤门诊,擅长：                                膀胱肿瘤门诊,193预约量
泌尿科门诊,擅长：                                泌尿科门诊,5702预约量
泌尿科门诊,擅长：                                泌尿科门诊,5702预约量
泌尿科门诊,擅长：                                泌尿科门诊,5702预约量
泌尿科门诊,擅长：                                泌尿科门诊,5702预约量
泌尿科门诊,擅长：                                泌尿科门诊,5702预约量
泌尿科门诊,擅长：                                泌尿科门诊,5702预约量
泌尿科门诊,擅长：                                泌尿科门诊,5702预约量
泌尿科门诊,擅长：                                泌尿科门诊,5702预约量
泌尿科门诊,擅长：                                泌尿科门诊,5702预约量
泌尿科门诊,擅长：                                泌尿科门诊,5702预约量
泌尿科门诊,擅长：                                泌尿科门诊,5702预约量
泌尿科门诊,擅长：                                泌尿科门诊,5702预约量
泌尿科门诊,擅长：                                泌尿科门诊,5702预约量
孙立安,擅长：                                泌尿肿瘤、结石、感染的治疗；腹腔镜手术和机器人手术治疗,1.2万预约量
张立,擅长：                                泌尿系统肿瘤微创手术和开放手术，前列腺微创手术，男科疾病诊治,4520预约量
戎瑞明,擅长：                                肾移植、泌尿生殖系疾病诊治,1480预约量
许明,擅长：                                肾移植、泌尿生殖系疾病诊治,3058预约量
朱同玉,擅长：                                肾移植、泌尿生殖系疾病诊治,1610预约量
林宗明,擅长：                                泌尿男生殖系肿瘤、结石、感染、前列腺疾病诊断及微创治疗。,7878预约量
郭剑明,擅长：                                泌尿系肿瘤、前列腺疾病的诊治；泌尿系结石微创诊疗,6802预约量
张永康,擅长：                                泌尿生殖系疾病、男科,2637预约量
王国民,擅长：                                泌尿系肿瘤、结石、前列腺及男科疾病诊治，前列腺癌的微创、局部和内分泌治疗。,1475预约量
泌尿科（特需）,擅长：                                泌尿科（特需）,暂无预约量
徐欣,擅长：                                血管外科疾病,2366预约量
蒋俊豪,擅长：                                血管外科疾病,4168预约量
王利新,擅长：                                血管外科疾病诊治（颈动脉狭窄、下肢ASO、肠系膜上动脉、大隐静脉曲张微创治疗、髂静脉狭窄微创治疗等）,743预约量
杨珏,擅长：                                周围血管外科疾病的诊断和治疗,2036预约量
陈斌,擅长：                                微创治疗颈动脉病变、内脏动脉疾病及下肢动脉闭塞性疾病，尤其擅长糖尿病足的综合治疗,1407预约量
范隆华,擅长：                                微创治疗颈动脉狭窄、糖尿病足、下肢静脉血栓、静脉曲张,2844预约量
叶建荣,擅长：                                血管外科疾病诊治,1878预约量
竺挺,擅长：                                血管外科疾病的诊治,1458预约量
董智慧,擅长：                                动脉疾病的腔内与传统手术治疗；干细胞移植治疗肢体缺血,1108预约量
血管外科门诊,擅长：                                血管外科门诊,2387预约量
颈动脉狭窄专病门诊,擅长：                                  复旦大学附属中山医院是中国最早开展血管外科临床与实验研究工作的医院之一，1959年冯友贤教授等在国内首创国产真丝人造血管，荣获上海市科学技术进步奖。60年代初建立全国第一个血...,232预约量
符伟国,擅长：                                血管外科疾病诊治,1995预约量
符伟国,擅长：                                血管外科疾病诊治,1995预约量
符伟国,擅长：                                血管外科疾病诊治,1995预约量
符伟国,擅长：                                血管外科疾病诊治,1995预约量
符伟国,擅长：                                血管外科疾病诊治,1995预约量
符伟国,擅长：                                血管外科疾病诊治,1995预约量
符伟国,擅长：                                血管外科疾病诊治,1995预约量
符伟国,擅长：                                血管外科疾病诊治,1995预约量
徐欣,擅长：                                血管外科疾病,2366预约量
陈斌,擅长：                                微创治疗颈动脉病变、内脏动脉疾病及下肢动脉闭塞性疾病，尤其擅长糖尿病足的综合治疗,1407预约量
范隆华,擅长：                                微创治疗颈动脉狭窄、糖尿病足、下肢静脉血栓、静脉曲张,2844预约量
叶建荣,擅长：                                血管外科疾病诊治,1878预约量
符伟国,擅长：                                血管外科疾病诊治,1995预约量
郭大乔,擅长：                                血管外科疾病诊治,5842预约量
顾建英,擅长：                                激光美容，各种美容外科手术，皮肤软组织、肿瘤切除和修复等。,1164预约量
施越冬,擅长：                                软组织肿瘤修复及重建、血管瘤治疗、医学美容、激光治疗.,463预约量
杨震,擅长：                                体表肿块的美容切除，复杂创面与溃疡的美容修复、瘢痕与畸形治疗、乳房整形、各类美容手术、腋臭根治、包皮环切。,249预约量
亓发芝,擅长：                                美容手术，血管瘤，淋巴水肿，创伤，软组织肿瘤切除后创伤修复,1578预约量
冯自豪,擅长：                                各类皮肤组织肿瘤，复杂创面修复，面部及乳房整形美容、微整形。,36预约量
整形外科(激光),擅长：                                整形外科(激光),114预约量
软组织肿块与肿瘤,擅长：                                软组织肿块与肿瘤,77预约量
徐剑炜,擅长：                                各种美容整形手术，减肥、泌尿生殖道，肛门重建,241预约量
手外科门诊,擅长：                                手外科门诊-普通门诊,暂无预约量
保健整形外科,擅长：                                保健整形外科,暂无预约量
张晓彪,擅长：                                脑脊髓肿瘤、脑血管病、面肌痉挛和三叉神经的微创治疗,1669预约量
胡凡,擅长：                                擅长垂体瘤、胶质瘤等脑肿瘤、颅脑外伤、脑积水、癫痫等常见神经外科疾病诊治，尤其对于垂体瘤、胶质瘤、脑膜瘤等脑肿瘤微创手术、脑积水及癫痫的外科手术经验丰富。,1172预约量
费琴明,擅长：                                颈肩痛和腰腿痛，骨关节疾病及骨质疏松症,2464预约量
姜晓幸,擅长：                                颈椎病、腰腿痛、脊柱微创治疗、四肢创伤诊治,2617预约量
阎作勤,擅长：                                骨科疑难杂症，尤其擅长关节疾病、股骨头坏死、微创技术、人工关节置换。,1385预约量
姚振均,擅长：                                骨与关节损伤及疾病，关节置换等,1498预约量
陈子贤,擅长：                                足踝外科及脊柱、脊髓相关疾病的诊治,166预约量
王晓峰,擅长：                                骨关节疾病的诊治，人工髋、膝关节置换；截骨；关节周围骨折,162预约量
姜允琦,擅长：                                颈椎病，腰椎间盘突出症，腰椎管狭窄症，腰椎滑脱症，骨质疏松性骨折等,暂无预约量
张键,擅长：                                颈椎病、腰腿痛、创伤与骨折、骨关节疾病与人工关节及骨关节肿瘤的诊治,4231预约量
郭常安,擅长：                                关节置换，无痛快速康复技术，股骨头坏死，退变性关节病的诊治。,1183预约量
龙作林,擅长：                                专长：腰椎间盘突出的微创治疗，脊柱肿瘤及转性骨肿瘤的外科治疗。,896预约量
夏庆,擅长：                                人工关节置换治疗，骨关节、膝关节疾病、脊柱疾病的诊治,2084预约量
林红,擅长：                                脊柱退行性疾病（腰突症、颈椎病、腰椎管狭窄症、腰椎滑脱/不稳、脊柱退行性侧弯）、脊柱畸形、脊柱肿瘤、脊柱结核、脊柱与四肢复杂骨折创伤、骨关节炎、骨质疏松症,270预约量
林红,擅长：                                脊柱退行性疾病（腰突症、颈椎病、腰椎管狭窄症、腰椎滑脱/不稳、脊柱退行性侧弯）、脊柱畸形、脊柱肿瘤、脊柱结核、脊柱与四肢复杂骨折创伤、骨关节炎、骨质疏松症,270预约量
林红,擅长：                                脊柱退行性疾病（腰突症、颈椎病、腰椎管狭窄症、腰椎滑脱/不稳、脊柱退行性侧弯）、脊柱畸形、脊柱肿瘤、脊柱结核、脊柱与四肢复杂骨折创伤、骨关节炎、骨质疏松症,270预约量
林红,擅长：                                脊柱退行性疾病（腰突症、颈椎病、腰椎管狭窄症、腰椎滑脱/不稳、脊柱退行性侧弯）、脊柱畸形、脊柱肿瘤、脊柱结核、脊柱与四肢复杂骨折创伤、骨关节炎、骨质疏松症,270预约量
林红,擅长：                                脊柱退行性疾病（腰突症、颈椎病、腰椎管狭窄症、腰椎滑脱/不稳、脊柱退行性侧弯）、脊柱畸形、脊柱肿瘤、脊柱结核、脊柱与四肢复杂骨折创伤、骨关节炎、骨质疏松症,270预约量
林红,擅长：                                脊柱退行性疾病（腰突症、颈椎病、腰椎管狭窄症、腰椎滑脱/不稳、脊柱退行性侧弯）、脊柱畸形、脊柱肿瘤、脊柱结核、脊柱与四肢复杂骨折创伤、骨关节炎、骨质疏松症,270预约量
林红,擅长：                                脊柱退行性疾病（腰突症、颈椎病、腰椎管狭窄症、腰椎滑脱/不稳、脊柱退行性侧弯）、脊柱畸形、脊柱肿瘤、脊柱结核、脊柱与四肢复杂骨折创伤、骨关节炎、骨质疏松症,270预约量
林红,擅长：                                脊柱退行性疾病（腰突症、颈椎病、腰椎管狭窄症、腰椎滑脱/不稳、脊柱退行性侧弯）、脊柱畸形、脊柱肿瘤、脊柱结核、脊柱与四肢复杂骨折创伤、骨关节炎、骨质疏松症,270预约量
林红,擅长：                                脊柱退行性疾病（腰突症、颈椎病、腰椎管狭窄症、腰椎滑脱/不稳、脊柱退行性侧弯）、脊柱畸形、脊柱肿瘤、脊柱结核、脊柱与四肢复杂骨折创伤、骨关节炎、骨质疏松症,270预约量
林红,擅长：                                脊柱退行性疾病（腰突症、颈椎病、腰椎管狭窄症、腰椎滑脱/不稳、脊柱退行性侧弯）、脊柱畸形、脊柱肿瘤、脊柱结核、脊柱与四肢复杂骨折创伤、骨关节炎、骨质疏松症,270预约量
林红,擅长：                                脊柱退行性疾病（腰突症、颈椎病、腰椎管狭窄症、腰椎滑脱/不稳、脊柱退行性侧弯）、脊柱畸形、脊柱肿瘤、脊柱结核、脊柱与四肢复杂骨折创伤、骨关节炎、骨质疏松症,270预约量
林红,擅长：                                脊柱退行性疾病（腰突症、颈椎病、腰椎管狭窄症、腰椎滑脱/不稳、脊柱退行性侧弯）、脊柱畸形、脊柱肿瘤、脊柱结核、脊柱与四肢复杂骨折创伤、骨关节炎、骨质疏松症,270预约量
林红,擅长：                                脊柱退行性疾病（腰突症、颈椎病、腰椎管狭窄症、腰椎滑脱/不稳、脊柱退行性侧弯）、脊柱畸形、脊柱肿瘤、脊柱结核、脊柱与四肢复杂骨折创伤、骨关节炎、骨质疏松症,270预约量
费琴明,擅长：                                颈肩痛和腰腿痛，骨关节疾病及骨质疏松症,2464预约量
姜晓幸,擅长：                                颈椎病、腰腿痛、脊柱微创治疗、四肢创伤诊治,2617预约量
阎作勤,擅长：                                骨科疑难杂症，尤其擅长关节疾病、股骨头坏死、微创技术、人工关节置换。,1385预约量
姚振均,擅长：                                骨与关节损伤及疾病，关节置换等,1498预约量
张键,擅长：                                颈椎病、腰腿痛、创伤与骨折、骨关节疾病与人工关节及骨关节肿瘤的诊治,4231预约量
郭常安,擅长：                                关节置换，无痛快速康复技术，股骨头坏死，退变性关节病的诊治。,1183预约量
龙作林,擅长：                                专长：腰椎间盘突出的微创治疗，脊柱肿瘤及转性骨肿瘤的外科治疗。,896预约量
夏庆,擅长：                                人工关节置换治疗，骨关节、膝关节疾病、脊柱疾病的诊治,2084预约量
董健,擅长：                                脊柱外科疾病；尤其脊柱肿瘤的治疗，在国内外处于领先水平。在腰突症、颈椎病、腰椎滑脱、椎管狭窄、脊柱骨折、脊柱结核、脊柱侧弯的诊治积累了丰富的经验；微创颈腰椎手术治疗有自己的特...,4547预约量
陈峥嵘,擅长：                                关节镜、腰椎间盘突出症、骨关节肿瘤诊治,592预约量
王毅超,擅长：                                擅长原发性与转移性骨肿瘤的外科治疗、恶性骨肿瘤的保肢重建、人工关节置换、腰椎间盘突出与椎管狭窄、腰椎滑脱、踇外翻截骨矫形等手术的外科治疗。,2029预约量
马慎瑾,擅长：                                骨科疑难诊治。,260预约量
马慎瑾,擅长：                                骨科疑难诊治。,260预约量
马慎瑾,擅长：                                骨科疑难诊治。,260预约量
马慎瑾,擅长：                                骨科疑难诊治。,260预约量
黄卫红,擅长：                                妇产科疾病,2217预约量
马莉,擅长：                                月经失调，围绝经期疾病，妇科良恶性肿瘤，产科疾病的诊疗及手术,1103预约量
臧荣余,擅长：                                卵巢癌、子宫颈癌、子宫内膜癌的诊治,5603预约量
屠蕊沁,擅长：                                妇产科疾病的诊治，擅治功血，微创，达芬奇手术,4656预约量
张玉勤,擅长：                                妇科良性肿瘤及宫颈子宫恶性肿瘤的开腹及腹腔镜手术治疗，卵巢癌手术化疗等综合治疗，肿瘤相关疾病内分泌治疗。近十年来开展了年轻肿瘤患者保留生育功能的手术及药物治疗，并积累了丰富的...,726预约量
任爱民,擅长：                                妇科良，恶性肿瘤的诊治；产科合并症及并发症的处理。,1180预约量
妇科门诊,擅长：                                妇科普通门诊,3513预约量
宫颈病变专科,擅长：                                宫颈病变专科,300预约量
妇科内分泌专病门诊,擅长：                                妇科内分泌专病门诊,98预约量
宫腔镜门诊,擅长：                                宫腔镜门诊,63预约量
妇科肿瘤专病门诊,擅长：                                妇科肿瘤专病门诊,35预约量
妇科肿瘤术后随访门诊,擅长：                                妇科肿瘤术后随访门诊-普通门诊,29预约量
妇科肿瘤术后随访门诊,擅长：                                妇科肿瘤术后随访门诊-普通门诊,29预约量
妇科肿瘤术后随访门诊,擅长：                                妇科肿瘤术后随访门诊-普通门诊,29预约量
妇科肿瘤术后随访门诊,擅长：                                妇科肿瘤术后随访门诊-普通门诊,29预约量
妇科肿瘤术后随访门诊,擅长：                                妇科肿瘤术后随访门诊-普通门诊,29预约量
妇科肿瘤术后随访门诊,擅长：                                妇科肿瘤术后随访门诊-普通门诊,29预约量
妇科肿瘤术后随访门诊,擅长：                                妇科肿瘤术后随访门诊-普通门诊,29预约量
妇科肿瘤术后随访门诊,擅长：                                妇科肿瘤术后随访门诊-普通门诊,29预约量
妇科肿瘤术后随访门诊,擅长：                                妇科肿瘤术后随访门诊-普通门诊,29预约量
妇科肿瘤术后随访门诊,擅长：                                妇科肿瘤术后随访门诊-普通门诊,29预约量
妇科肿瘤术后随访门诊,擅长：                                妇科肿瘤术后随访门诊-普通门诊,29预约量
妇科肿瘤术后随访门诊,擅长：                                妇科肿瘤术后随访门诊-普通门诊,29预约量
妇科肿瘤术后随访门诊,擅长：                                妇科肿瘤术后随访门诊-普通门诊,29预约量
臧荣余,擅长：                                卵巢癌、子宫颈癌、子宫内膜癌的诊治,5603预约量
屠蕊沁,擅长：                                妇产科疾病的诊治，擅治功血，微创，达芬奇手术,4656预约量
舒群,擅长：                                妊娠分娩期各种异常的诊治及监测,127预约量
杨丹,擅长：                                内分泌疾病、妇科疑难杂症诊断、手术,4793预约量
杨来春,擅长：                                妇科疑难杂症的诊治,722预约量
刘素英,擅长：                                女性生殖内分泌、月经失调、多囊卵巢、不孕不育，特别擅长多次试管婴儿失败后的胚胎分析和胚胎质量改善。,315预约量
王琳,擅长：                                妇科内分泌疾病的诊治、宫腔镜手术及不孕不育的诊断及治疗。,46预约量
董曦,擅长：                                各种病因引起的不孕症，尤其擅长难治性不孕症，内分泌紊乱，内膜疑难症，卵巢功能不佳，多次辅助生殖治疗失败后。,1094预约量
生殖男科,擅长：                                生殖男科门诊,171预约量
生殖专科,擅长：                                生殖专科常见疾病,128预约量
生殖医疗科普通门诊,擅长：                                生殖医疗科普通门诊,暂无预约量
刘素英,擅长：                                女性生殖内分泌、月经失调、多囊卵巢、不孕不育，特别擅长多次试管婴儿失败后的胚胎分析和胚胎质量改善。,315预约量
董曦,擅长：                                各种病因引起的不孕症，尤其擅长难治性不孕症，内分泌紊乱，内膜疑难症，卵巢功能不佳，多次辅助生殖治疗失败后。,1094预约量
马晓萍,"擅长：                                眼整形,斜视、干眼症、泪道系统疾病及青光眼的诊治",1451预约量
杨志坤,擅长：                                白内障、青光眼、斜视等眼病诊治,1921预约量
袁非,擅长：                                擅长屈光性白内障手术、青光眼手术、高度近视手术治疗、新生血管性眼病,1090预约量
袁源智,擅长：                                视网膜、视神经疾病诊疗，眼底病及青光眼的激光治疗。,815预约量
眼科门诊,擅长：                                眼科常见疾病,2147预约量
近视专科门诊,擅长：                                近视专科门诊-普通门诊,134预约量
老年性黄斑变性专病,擅长：                                老年性黄斑变性专病,50预约量
眼底病和眼底激光,擅长：                                眼底病和眼底激光,133预约量
葡萄膜炎专病门诊,擅长：                                葡萄膜炎专病门诊,34预约量
白内障与青光眼,擅长：                                      暂无,43预约量
陈旭,擅长：                                白内障及人工晶体植入手术，青光眼的个性化治疗，视神经及葡萄膜疾病的诊治,105预约量
近视专病门诊,擅长：                                近视专病门诊,78预约量
近视专病门诊,擅长：                                近视专病门诊,78预约量
近视专病门诊,擅长：                                近视专病门诊,78预约量
近视专病门诊,擅长：                                近视专病门诊,78预约量
近视专病门诊,擅长：                                近视专病门诊,78预约量
近视专病门诊,擅长：                                近视专病门诊,78预约量
近视专病门诊,擅长：                                近视专病门诊,78预约量
近视专病门诊,擅长：                                近视专病门诊,78预约量
近视专病门诊,擅长：                                近视专病门诊,78预约量
黄新生,擅长：                                头颈肿瘤，鼻咽癌，鼻咽肿瘤，喉癌，头颈肿块，鼻息肉，鼻窦炎，鼻窦癌，,2154预约量
罗雪梅,擅长：                                过敏性鼻炎、鼻息肉、鼻窦炎、鼻腔鼻窦肿瘤及急慢性咽喉炎、声带息肉、声带小结、咽喉部良恶性肿瘤的诊治。,881预约量
王建中,擅长：                                耳鼻喉科—头颈部肿瘤的外科治疗、鼻内窥镜和喉内窥镜手术、鼾症的手术及射频消融治疗等,1627预约量
谢晓凤,擅长：                                鼻内镜手术、咽喉窥镜微创手术、咽喉头颈肿瘤手术综合治疗,887预约量
周旭,擅长：                                阻塞性睡眠呼吸暂停低通气综合征睡眠监测、手术及序贯治疗，对喉肿瘤切除术（全喉切除术、部分喉切除术等）、颈淋巴结清扫术、喉内窥镜和鼻内窥镜手术等,1555预约量
